Title,Rating,Reviews
Useless product,Battery drain too fast. Worst camera. Display and speaker are very good. But camera and battery performance very poorREAD MORE,1
Classy product,The camera is awesome . Design is killer . Best phone in this price range.READ MORE,5
Worst experience ever!,Battery not goodREAD MORE,1
Best in the market!,nc mobREAD MORE,5
Classy product,"Nice stylish design, battery is also goodREAD MORE",5
Awesome,Mobile 📱 soo good 👍READ MORE,5
Great product,Amazing 😍💖 thanks for Flipkart 💖READ MORE,5
Classy product,In this range it's mind blowing absolutely very niceREAD MORE,5
Wonderful,Just goodREAD MORE,4
Nice product,GoodREAD MORE,4
Brilliant,Nice phone under this price rangeREAD MORE,5
Super!,Fab 🧡READ MORE,5
Terrific purchase,Very Nice And Slim Handset Only 170 gram WeightREAD MORE,5
Great product,Cemra bestREAD MORE,5
Mind-blowing purchase,Mobile look was really good but battery was not as requiredREAD MORE,5
Worth the money,Awesome 👌READ MORE,4
Super!,ExalantREAD MORE,5
Perfect product!,Best value for moneyREAD MORE,5
Wonderful,The motorola edge 40 Neo one of the best mobile in under 25k . I am satisfied buy this mobileREAD MORE,4
Does the job,Value for moneyREAD MORE,3
Best in the market!,Everything is just awesome ❤️READ MORE,5
Worth every penny,perfect phone in this price rangeREAD MORE,5
Terrific,"The best mobile ever and camera performance is awesome, just one drawback is that the mobile heats up after long use.READ MORE",5
Terrific,Nice phone over all good 👍READ MORE,5
Terrific purchase,AswomREAD MORE,5
Brilliant,If you are looking for an all rounder phone in the category of 20+25k this is best you can get display is impressive also the camera is best speakers are one of the best I have heard but the gaming performance is not to good or bad just right for casual gaming. Even some of iPhone users liked this phone also the in hand feel is great very slim battery performance is good can easily last a day or two in normal usage and charging speed is also enough. Overall Value for moneyREAD MORE,5
Simply awesome,Osm phone this rangeREAD MORE,5
Best in the market!,Super👌 cameraREAD MORE,5
Awesome,Must buy products it is very osm. But it without even thinkingREAD MORE,5
Hated it!,Battery backup is very weekREAD MORE,1
Don't waste your money,Don't buy this smartphone waste of money I purchased this mobile after the ten days the power volume buttons have not working and also heating issue 😞Spotify premium code also not working please don't buy this phone I wasted my money Spotify premium BIG SCAM IS GOING ON THIS SPOTIFY....🤦READ MORE,1
Bad quality,"The phone is not working properly.  Especially there is a phone network problem, even if the phone is on, the message is coming as if the phone is switched on.  Caller will get as if switch is on.  Camera quality is not there, call dropping problem and speech is not clear.READ MORE",2
Wonderful,NiceREAD MORE,5
Fair,It's good but there are a lot of glitches in some apps.READ MORE,4
Super!,Nice phone..READ MORE,5
Classy product,Very nice 👍🙂👍👍READ MORE,5
Really Nice,Camera quality is very good but phone has some heating issueREAD MORE,4
Really Nice,Perfect mobileREAD MORE,4
Highly recommended,GoodREAD MORE,5
Perfect product!,Overall Performance is rated 4.6 out of 5READ MORE,5
Good choice,Nice 👍READ MORE,4
Mind-blowing purchase,Very smothREAD MORE,5
Best in the market!,Good 👍READ MORE,5
Nice,"Writing this review after using it for 12 days. I have read reviews about the battery backup that it doesn't last for even a single day and that was right. Even if you use the phone with basic settings i.e 60 Hz refresh rate, 4G connectivity, minimum apps and background activity turned off, the phone's battery will discharge before 10 PM. There is not a lot difference between PoLED display and AmoLED display. There is no app lock feature. So you have to download it from Play Store. Overall do...READ MORE",3
Excellent,"Need to improve gaming mode and enable bullet notification, best camera phone just clicks like dslr blur is awesome, smooth like butter 144hz is just lit, overpowered phone by Motorola ☄️READ MORE",5
Perfect product!,"Phone is outstanding, but battery will be the issue here you will only get 6-7 hours battery backupREAD MORE",5
Moderate,No regular updates Front camera boringNot for gamingREAD MORE,2
Excellent,AwesomeREAD MORE,5
Nice,"The product is good within this budget, good one hand handy phone. Battery power is not adequate and the processor is getting heated with little operation. Better to go with snapdragon instead of mediatek.Audio 3.2mm jack not available so ready with Bluetooth only.Camera produces extra contrast instead of natural pictureREAD MORE",3
Best in the market!,"Overall phone performance is good, battery can be improved.READ MORE",5
Good choice,"The mobile looks very nice and if they could give screen guard along with that it would be great, overall the phone performance is good, It gives very good quality photos and videos.READ MORE",4
Fair,Creating Hype .But Not Good As Hype .Poor Battery. Drain Too Fast . After Full Charge . Reels Show 15 mins. Battery Drop 20%Game play 15 mins. Battery Drop 25_30%Camera is Ok Ok . Not As Good in This Price .Low Light Photos Have Hezyness.Design + Display Is Just Awsome .READ MORE,3
Just wow!,Nice 👍 phoneREAD MORE,5
Mind-blowing purchase,Very good phone 📱📱📱Fully hot🔥READ MORE,5
Awesome,BestREAD MORE,5
Super!,Overall good phone in this price range.READ MORE,5
Could be way better,Audio quality is the worst sound is cracking when I charge or even when regular use of 1 hr speaker sound comes cracking.Otherwise is decentREAD MORE,2
Worst experience ever!,Notification delay issue for last 4 months. No update to fix it. DISAPPOINTEDREAD MORE,1
Excellent,"First of all I got a genuine product. Not only this time, for the last 3-4 times I have purchased every mobile through flipkart. As of now, the mobile is working according to my expectation.READ MORE",5
Classy product,Really good mobile i recommend you guysREAD MORE,5
Perfect product!,"Great phone, value for money, only thing is after processing, camera pics somme colour s aree too bright , eg:-RedREAD MORE",5
Useless product,I have received this phone 21st jan and today 29 jan Frant Camera not working.READ MORE,1
Excellent,"Excellent in all the things, all features offering are good at the price segmentREAD MORE",5
Wonderful,A one you can buy itREAD MORE,5
Worth the money,Camera is awesome and it's working smoothyREAD MORE,4
Simply awesome,Worth of money... Good oneREAD MORE,5
Perfect product!,It's simply superb and fanaticREAD MORE,5
Delightful,All over good 👍 in this budget priceREAD MORE,4
Wonderful,Nice 👍 productREAD MORE,5
Super!,V goodREAD MORE,5
Awesome,"The phone is good ngl, the camera is good, the display is nice especially cus it's curved, the UI looks slick and clean, glad to have bought it, update about performance and battery after sometime.READ MORE",5
Terrific,Worthit deviceREAD MORE,5
Perfect product!,Nice phoneREAD MORE,5
Does the job,Decent purchase but phone has overheating issueREAD MORE,3
Just wow!,UnderratedREAD MORE,5
Really Nice,NiceREAD MORE,4
Highly recommended,Value for money productREAD MORE,5
Fabulous!,Thanks you MOTOROLAThanks you FlipkartREAD MORE,5
Utterly Disappointed,Money West don't buy my 4 year ol redmi note 8 cellphone battery backup mor than Motorola edge 40 neo thie fon is No battery backupREAD MORE,1
Classy product,The camera is awesome . Design is killer . Best phone in this price range.READ MORE,5
Worst experience ever!,Battery not goodREAD MORE,1
Best in the market!,nc mobREAD MORE,5
Classy product,"Nice stylish design, battery is also goodREAD MORE",5
Awesome,Mobile 📱 soo good 👍READ MORE,5
Great product,Amazing 😍💖 thanks for Flipkart 💖READ MORE,5
Classy product,In this range it's mind blowing absolutely very niceREAD MORE,5
Wonderful,Just goodREAD MORE,4
Terrific,Nice cameraREAD MORE,5
Great product,Nice design and very nice software experience very close to stock AndroidREAD MORE,5
Delightful,Heating and batteryDraining issue hai but overall good phone haiREAD MORE,4
Great product,Very good fonREAD MORE,5
Best in the market!,GoodREAD MORE,5
Perfect product!,"Simply Go for it. Pantone black looks awesome, trust me, try to see one and hold it in your hand, the deep black texture, reflections etc can only be seen in person, the photos and videos doesn't do justice to its looks. Only thing that may be a con is that the battery backup could have been better. Everything else is just superb. And one more thing, if you are someone who uses tempered glass for your display, you will have to spend around 1.5 to 2k on tempered glasses every year as you have ...READ MORE",5
Very Good,"Review after 4 month.Bought in BBD sale on day 1 at 12:03 AM. Received next day.Pros- Design is super, slim, easy to grab.Camera is good. Battery as per 5G and use is descent, battery easily last upto 24 hours in normal use. Charged in 40 -45min if Net/ hotspot is  on, if you charge in switch off it takes only 30 -35min to 100%. Cons- Sometime screen get stuck in apps. Back cover given by company is too thin and cracked within a week.READ MORE",4
Very poor,Don't buy this product 😡😡. Very bad camera and battery performance not good.READ MORE,1
Brilliant,Very stylish smartphone. Camera is too good in this  price range.READ MORE,5
Great product,Mobile is very awesome. Battery backup is also okay. Display having highly contrasting colors. Just wow phoneREAD MORE,5
Utterly Disappointed,Display touch is not amoothREAD MORE,1
Fabulous!,good overall in all performance battery charging speedcamera performancedisplay qualityif processor is snapdragon this is best phone in this segmentREAD MORE,5
Wonderful,Superb. Fantastic cameraJabardast soundSuper displayLightweightDecent batteryREAD MORE,5
Perfect product!,GoodREAD MORE,5
Fabulous!,satisfiedREAD MORE,5
Did not meet expectations,Battery backup and 5g band is really worse if you are using 5g data it's very slow and connectivity for call is very poor on 5g network battery is 5000 but drain to fast I'm really not satisfied with this Motorola edge Neo 40 waste of moneyREAD MORE,1
Worth every penny,At this price tag..u can get a feel of flagship.. no hiccups.. smooth and stylishREAD MORE,5
Best in the market!,SuperREAD MORE,5
Very Good,"1. Camera is awesome 2. Battery life is good- when we are using hotspot there is slight drain in battery life.3. Display is awesome, light weight body and comfortable to hold and use.4. Design is awesome- looks prity good.5. Performance is good- User friendly and comfortable to use.Coming to overall review (usage after 2 months)I can't see any inbuilt security application for apps. Facing issue while opening banking apps and other applications.I can't find network speed indicator on t...READ MORE",4
Excellent,Really good phone with good specsREAD MORE,5
